Vdiff_input_V,Vout_Ideal_V,Vout_TL071_V,Vout_LF357_V,Vout_OPA828_V,Vout_ADA4817_V
-0.0002654654654654655,-5.570494434474474,-5.570494444474474,-5.570494444474474,-5.570494444474474,-5.570494444474474
-0.0002646646646646647,-5.570494307017016,-5.570494317017016,-5.570494317017016,-5.570494317017016,-5.570494317017016
-0.0002638638638638639,-5.57049418049049,-5.57049419049049,-5.57049419049049,-5.57049419049049,-5.57049419049049
-0.0002630630630630631,-5.570494053963964,-5.570494063963964,-5.570494063963964,-5.570494063963964,-5.570494063963964
-0.0002622622622622623,-5.570493927437437,-5.570493937437437,-5.570493937437437,-5.570493937437437,-5.570493937437437
-0.0002614614614614615,-5.570493800910911,-5.570493810910911,-5.570493810910911,-5.570493810910911,-5.570493810910911
-0.0002606606606606607,-5.570493674384385,-5.570493684384385,-5.570493684384385,-5.570493684384385,-5.570493684384385
-0.0002598598598598599,-5.570493547577578,-5.570493557577578,-5.570493557577578,-5.570493557577578,-5.570493557577578
-0.0002590590590590591,-5.570493419449449,-5.570493429449449,-5.570493429449449,-5.570493429449449,-5.570493429449449
-0.0002582582582582583,-5.570493291321322,-5.570493301321322,-5.570493301321322,-5.570493301321322,-5.570493301321322
-0.00025745745745745744,-5.570493163193193,-5.570493173193193,-5.570493173193193,-5.570493173193193,-5.570493173193193
-0.00025665665665665664,-5.570493035065065,-5.570493045065065,-5.570493045065065,-5.570493045065065,-5.570493045065065
-0.00025585585585585584,-5.570492906936937,-5.570492916936937,-5.570492916936937,-5.570492916936937,-5.570492916936937
-0.00025505505505505504,-5.570492778808809,-5.570492788808809,-5.570492788808809,-5.570492788808809,-5.570492788808809
-0.00025425425425425424,-5.570492652172173,-5.570492662172173,-5.570492662172173,-5.570492662172173,-5.570492662172173
-0.00025345345345345344,-5.570492525645646,-5.570492535645646,-5.570492535645646,-5.570492535645646,-5.570492535645646
-0.00025265265265265264,-5.570492399119119,-5.570492409119119,-5.570492409119119,-5.570492409119119,-5.570492409119119
-0.00025185185185185185,-5.570492272592593,-5.570492282592593,-5.570492282592593,-5.570492282592593,-5.570492282592593
-0.00025105105105105105,-5.570492146066066,-5.570492156066066,-5.570492156066066,-5.570492156066066,-5.570492156066066
-0.00025025025025025025,-5.5704920195395395,-5.5704920295395395,-5.5704920295395395,-5.5704920295395395,-5.5704920295395395
