Time_s,Vout_Ideal_V,Vout_TL071_V,Vout_LF357_V,Vout_OPA828_V,Vout_ADA4817_V
0.0,3.85975973e-16,4.71282318e-13,4.71282318e-13,4.71282318e-13,4.71282318e-13
1.5007503751875937e-07,0.0002885950977034327,1.33675382686502e-05,7.971854548935636e-05,0.0001620045327103539,0.0005930331578023164
3.0015007503751875e-07,0.0032348629951601295,0.0001787526793668082,0.0010412610515245398,0.0019269803501557419,0.004857763652706064
4.502251125562781e-07,0.00976337343019033,0.0007168001169257825,0.0039400331880796325,0.006874526572997714,0.013157951907287396
6.003001500750375e-07,0.019635444471029054,0.0017683223991547736,0.008984467681663501,0.014616463715010679,0.024407060420933085
7.503751875937969e-07,0.03232930481441429,0.0034247083622218574,0.016337823225653924,0.02525592904416992,0.03825455625561701
9.004502251125562e-07,0.04733456539834074,0.005775970252617898,0.02600116140036486,0.03843655414766234,0.05417138533715233
1.0505252626313156e-06,0.0641719674862655,0.008875855173114882,0.037822461109594786,0.05374768692478659,0.07172100877458545
1.200600300150075e-06,0.08244794561664193,0.012758378154009247,0.05158631441677355,0.07079217979948482,0.09055334500308068
1.3506753376688344e-06,0.10184964919263628,0.017440920680124383,0.06705021362732459,0.08922031230349303,0.11039062843896787
1.5007503751875938e-06,0.12213097384094651,0.02292769007855721,0.0839701004782361,0.10874019610960152,0.13101344337609702
1.650825412706353e-06,0.14309860230950885,0.029212804177347826,0.10211605320488217,0.12911555213893092,0.1522487949583197
1.8009004502251125e-06,0.1646005040025848,0.03628283489755117,0.1212805656204265,0.15015826652689904,0.17396036481094584
1.9509754877438717e-06,0.1865169477163232,0.044118835900097894,0.14128182816556223,0.1717197745065764,0.1960407062739655
2.101050525262631e-06,0.20875352445291742,0.05269793158014875,0.16196390204246394,0.19368310246293263,0.21840506185419556
2.2511255627813906e-06,0.23123570229692997,0.061994550367287064,0.1831951279305759,0.21595617288584973,0.2409864834532319
2.40120060030015e-06,0.2539045549723746,0.0719813742881374,0.2048656525800268,0.23846641509592384,0.26373200061592245
2.5512756378189094e-06,0.2767134040574772,0.08263006655277849,0.22688463782154894,0.2611565202584356,0.2865996099844546
2.701350675337669e-06,0.2996251843175377,0.09391182455665463,0.24917747800710052,0.2839811157844966,0.3095559136449366
2.8514257128564283e-06,0.3226103723422201,0.10579779571140444,0.27168320581961214,0.3069041768419144,0.33257426348235286
3.0015007503751877e-06,0.34564536304171867,0.1182593896559718,0.29435217632866106,0.3298970018330435,0.355633310601651
3.1515757878939467e-06,0.36871119090585736,0.1312685045500599,0.31714405772913673,0.35293663143265736,0.37871586155337983
3.301650825412706e-06,0.39179253709243417,0.1447976919170963,0.34002611634144314,0.3760046095128264,0.40180798276535157
3.4517258629314655e-06,0.41487693874114506,0.1588202734531307,0.36297178298965393,0.39908601247085757,0.42489830225379915
3.601800900450225e-06,0.43795417645998247,0.1733104162534826,0.38595946582520385,0.4221686906061602,0.4479774565205846
3.7518759379689844e-06,0.461015793195245,0.18824318069312562,0.40897157211646895,0.44524266964676656,0.47103765662239894
3.901950975487743e-06,0.4840547122893024,0.20359454899753832,0.4319937137677955,0.46829968253276144,0.49407235277435807
4.052026013006503e-06,0.5070649424241909,0.21934142974032517,0.4550140619461633,0.49133280388919814,0.5170759670288435
4.202101050525262e-06,0.5300413456178946,0.23546165809691547,0.4780228276626166,0.5143361606208534,0.5400436859485886
4.352176088044022e-06,0.5529794518753348,0.2519339817790481,0.5010118457116648,0.537304707763073,0.5629712936476943
4.502251125562781e-06,0.5758753179714253,0.26873804047944466,0.5239742390807947,0.5602340483566676,0.5858550480337269
4.652326163081541e-06,0.5987254155375539,0.2858543425560804,0.5469041509822639,0.583120297467603,0.6086915775737608
4.8024012006003e-06,0.6215265419288464,0.3032642364427432,0.569796536098028,0.6059599710999352,0.631477802132453
4.952476238119059e-06,0.6442757506830249,0.32094988132939917,0.5926469899295103,0.6287499020967608,0.6542108734664136
5.102551275637819e-06,0.6669702977350364,0.33889421431014494,0.6154516145789692,0.6514871730676615,0.6768881250404701
5.252626313156578e-06,0.6896076001992605,0.3570809208365796,0.6382069129317713,0.6741690622164159,0.6995070333508653
5.402701350675338e-06,0.7121852014035351,0.3754944005925491,0.6609097066449199,0.6967930049518665,0.7220651904469898
5.552776388194097e-06,0.7347007458990762,0.3941197374633234,0.6835570677161926,0.7193565582267673,0.7445602793482683
5.7028514257128565e-06,0.7571519588848946,0.41294266691814363,0.706146268578725,0.7418573787495715,0.7669900553667082
5.8529264632316155e-06,0.7795366294690327,0.4319495479924058,0.7286747382457269,0.7642932014002779,0.7893523324796129
6.003001500750375e-06,0.8018526004267532,0.45112733115139986,0.751140032481104,0.7866618231336627,0.8116449709730263
6.153076538269134e-06,0.8240977550339493,0.47046353103990124,0.7735398068538338,0.8089610919517665,0.8338658711283393
6.303151575787893e-06,0.8462700113252875,0.4899462006597363,0.7958717975805105,0.831188896985914,0.8560129653081265
6.453226613306653e-06,0.8683673172543863,0.5095639030235366,0.8181338051002178,0.8533431615877409,0.8780842109249879
6.603301650825412e-06,0.8903876456813109,0.5293056858867247,0.8403236813107372,0.8754218379458407,0.900077588942119
6.753376688344172e-06,0.9123289868676149,0.5491610592102951,0.8624393218037844,0.8974229010707587,0.9219910991611928
6.903451725862931e-06,0.9341893520947708,0.569119973105786,0.884478656959379,0.9193443453829042,0.9438227574158975
7.053526763381691e-06,0.9559667663701003,0.5891727927306307,0.906439645700076,0.9411841845980153,0.9655705955719378
7.20360180090045e-06,0.9776592692218883,0.6093102798521807,0.92832027148096,0.962940447485076,0.9872326591119408
7.353676838419209e-06,0.999264909378711,0.6295235729906573,0.9501185389105158,0.9846111750731608,1.0088070033488632
