Time_s,Vout_Ideal_V,Vout_TL071_V,Vout_LF357_V,Vout_OPA828_V,Vout_ADA4817_V
0.0,3.85975973e-16,4.71282318e-13,4.71282318e-13,4.71282318e-13,4.71282318e-13
1.5007503751875937e-08,1.5137168014592296e-07,4.857556715457728e-09,3.197044696125813e-08,7.089004833374187e-08,2.2845901662036447e-07
3.0015007503751875e-08,2.29768238175873e-06,1.2567012155743768e-07,6.467775245459711e-07,1.1444658511775412e-06,5.922647805842186e-06
4.502251125562781e-08,1.4132689676920487e-05,7.005029864010805e-07,3.7930496692373492e-06,6.724502828772321e-06,4.120543298914398e-05
6.003001500750375e-08,5.54544732739797e-05,2.37799323322165e-06,1.3778548287681739e-05,2.7754463026430137e-05,0.00015048598470555219
7.503751875937969e-08,0.00015254967289258695,6.162563117502152e-06,3.768204147002222e-05,7.79588066847286e-05,0.0004041880653033093
9.004502251125562e-08,0.00034057777122024294,1.3415991664925463e-05,8.33582384777006e-05,0.00017439665663311868,0.0008617277152955553
1.0505252626313156e-07,0.0006557272328749685,2.5812768386759374e-05,0.00016161161229879886,0.00033860375848374026,0.0015848647053011069
1.200600300150075e-07,0.0011369751854162964,4.52750384603922e-05,0.0002840081153116775,0.0005935158312725427,0.0026271910218565097
1.3506753376688344e-07,0.0018223130900251066,7.390313857888743e-05,0.0004629781552796932,0.0009629092824055363,0.0040326740517736236
1.5007503751875937e-07,0.0027474639804947816,0.00011391240939176588,0.000711351000875746,0.0014705730136258,0.005834651388824741
1.650825412706353e-07,0.003944694801337348,0.000167581332444102,0.001042002988511929,0.0021395661320069087,0.008056457745290985
1.8009004502251125e-07,0.0054422014218125595,0.00023721192559379687,0.0014676012038207543,0.0029917166745993813,0.01071286568461307
1.9509754877438719e-07,0.007263908451022514,0.00032510105218717353,0.002000425532106284,0.004047309520937905,0.013811781948572499
2.1010505252626312e-07,0.009429550018790193,0.0004335204400107653,0.002652251436940928,0.005324916524318081,0.01735586526948702
2.2511255627813906e-07,0.011954924460063007,0.0005647031717261031,0.003434277584481502,0.00684132840042346,0.02134390738676635
2.40120060030015e-07,0.014852243223475269,0.0007208347864658731,0.0043570853099621516,0.00861155607730437,0.02577193079074734
2.5512756378189096e-07,0.018130519024136895,0.0009040475765807707,0.00543062003439205,0.01064887724307763,0.030634021340868317
2.7013506753376687e-07,0.021795958308244108,0.0011164170680535465,0.0066641875693970115,0.012964910972347275,0.03592294086642526
2.851425712856428e-07,0.025852336148311582,0.0013599599890635307,0.00806646041006697,0.015569708447994613,0.04163056780601502
3.0015007503751875e-07,0.030301343222525298,0.0016366332577390694,0.009645490555520017,0.018471851859406547,0.04774821106658329
3.151575787893947e-07,0.03514289791130692,0.001948333679386894,0.011408726446035971,0.02167855621495394,0.05426683170485796
3.301650825412706e-07,0.04037542447848453,0.0022968980924870427,0.013363032718172236,0.02519577036840732,0.06117719854037999
3.4517258629314653e-07,0.045996095939552346,0.0026841038674881436,0.015514711415459652,0.02902827535899765,0.06846999726702728
3.601800900450225e-07,0.05200104573475123,0.003111669615404102,0.01786952375795857,0.03317977875813256,0.07613590674311056
3.7518759379689846e-07,0.05838554963686445,0.003581256034915858,0.020432712332262758,0.03765300376446691,0.08416565154512119
3.9019509754877437e-07,0.06514418200033595,0.004094466867873135,0.023209023390601876,0.042449773117487925,0.09255003782264534
4.052026013006503e-07,0.07227094870901402,0.004652849889080739,0.026202728255487535,0.047571087567216924,0.10127997760949699
4.2021010505252625e-07,0.07975940021876737,0.005257897942815207,0.029417644752794864,0.05301719895406294,0.11034650624459028
4.352176088044022e-07,0.08760272717617716,0.005911050010141271,0.03285715785955337,0.05878767814162673,0.11974078819813257
4.502251125562781e-07,0.09579384077368831,0.006613692244837818,0.03652423952359809,0.06488147761913758,0.1294541291245775
4.6523261630815403e-07,0.10432544112328798,0.007367159010659328,0.040421468044088964,0.0712969895884179,0.13947797526278263
4.8024012006003e-07,0.11319007226994912,0.00817273394601741,0.04455104656297991,0.07803209953920634,0.1498039131317458
4.95247623811906e-07,0.1223801723070487,0.00903165095564122,0.04891482115326581,0.08508423560481278,0.16042367393708418
5.102551275637819e-07,0.13188811085150873,0.009945095202459031,0.05351429789371945,0.0924504139584156,0.1713291306473757
5.252626313156578e-07,0.14170622190480375,0.010914204213350674,0.05835065938103879,0.10012728064009412,0.18251229221956056
5.402701350675337e-07,0.1518268329696854,0.011940068652994497,0.0634247805137328,0.1081111503254391,0.1939653099430875
5.552776388194097e-07,0.16224228464577273,0.013023733401188595,0.06873724385879296,0.11639804035243279,0.20568046514409466
5.702851425712856e-07,0.17294495229749926,0.014166198445982985,0.07428835421677527,0.12498370471687266,0.21765017447522525
5.852926463231615e-07,0.18392725754057485,0.015368419751741866,0.08007815262829507,0.13386366383115975,0.22986698555547433
6.003001500750375e-07,0.19518168320913748,0.0166313103833977,0.08610642970603356,0.1430332300525518,0.24232356918558567
6.153076538269135e-07,0.20670078190182026,0.01795574096894247,0.09237273853878113,0.15248753476899835,0.25501272460751023
6.303151575787894e-07,0.21847718508837982,0.01934254093734267,0.09887640720667129,0.16222154898709087,0.2679273714633467
