Time_s,Vout_Ideal_V,Vout_TL071_V,Vout_LF357_V,Vout_OPA828_V,Vout_ADA4817_V
0.0,3.85975973e-16,4.71282318e-13,4.71282318e-13,4.71282318e-13,4.71282318e-13
1.0005002501250626e-08,2.260621542365683e-08,7.103734725967484e-10,4.691374448205603e-09,1.0461589648279642e-08,8.147549029086044e-08
2.0010005002501252e-08,4.655859446426225e-07,2.1282322385166585e-08,1.3990152668282606e-07,3.0964993606817615e-07,1.318044958325252e-06
3.0015007503751875e-08,3.101159980361919e-06,1.279071299183151e-07,8.380604323312853e-07,1.8461859281485537e-06,8.143018685576284e-06
4.0020010005002504e-08,1.154869886836345e-05,4.6099021301034527e-07,3.011392792090446e-06,6.432412178049458e-06,3.523308460090212e-05
5.0025012506253133e-08,3.3053951417353426e-05,1.2598380012130871e-06,8.205004044764585e-06,1.7411735306659683e-05,9.984169516694844e-05
6.003001500750375e-08,7.779388273558007e-05,2.879376601316657e-06,1.8694521055036907e-05,3.987334985301994e-05,0.00022683190947510448
7.003501750875438e-08,0.0001580356230916864,5.794986996478438e-06,3.7503758987517756e-05,8.009995477374862e-05,0.00044390215640655376
8.004002001000501e-08,0.0002885456751248213,1.0598011155158983e-05,6.836061472964084e-05,0.00014589469864823815,0.0007810587186468849
9.004502251125564e-08,0.0004857161557974653,1.7984526523753887e-05,0.00011560951206552882,0.00024619359102434765,0.0012680782252283557
1.0005002501250627e-07,0.0007669989008545262,2.874028947609407e-05,0.00018410036243717871,0.0003908211365388539,0.0019332440119515077
1.1005502751375688e-07,0.001150274815548075,4.3724318593436724e-05,0.0002790707947615007,0.0005902049890420817,0.002802190796715856
1.200600300150075e-07,0.0016533173889998003,6.385288190640122e-05,0.0004060333945451926,0.0008551135885088133,0.0038972481719814576
1.3006503251625814e-07,0.002293362522927904,9.008494512410009e-05,0.0005706748340557081,0.0011964289393212994,0.005237187836660205
1.4007003501750876e-07,0.0030867851777580937,0.00012340957809689845,0.0007787699105552376,0.0016249593515627382,0.006837267319714877
1.500750375187594e-07,0.00404887362882946,0.00016483542338013017,0.0010361109074883848,0.002151291433389113,0.008709467305975322
1.6008004002001002e-07,0.005193686848741684,0.00021538211361376696,0.0013484511459127568,0.0027856776784505955,0.010862836509674536
1.7008504252126063e-07,0.006533978888144895,0.0002760733885195397,0.0017214609131629812,0.003537954210662544,0.01330387919726008
1.8009004502251127e-07,0.008081174913051575,0.00034793165325926976,0.0021606937270131077,0.0044174833990774515,0.016036942470286603
1.900950475237619e-07,0.009845385330100131,0.0004319737090057429,0.0026715609284842425,0.005433116260622743,0.019064575958539744
2.0010005002501253e-07,0.011835446960915616,0.0005292074288196901,0.0032593130441448746,0.0065931702707631035,0.02238785231188357
2.1010505252626315e-07,0.014058982301069733,0.0006406291760850428,0.003929026390364984,0.007905418992516762,0.026006642713524063
2.2011005502751377e-07,0.016522469980524753,0.0007672218203585394,0.0046855937829020505,0.009377090709100021,0.029919849288102904
2.301150575287644e-07,0.019231322138458438,0.0009099532108378393,0.005533718510093249,0.011014873720407738,0.03412559773115088
2.40120060030015e-07,0.02218996366153604,0.0010697750168408406,0.006477910784207504,0.01282492671494086,0.03862139562901682
2.5012506253126564e-07,0.02540191182514111,0.0012476218694461236,0.007522486151928367,0.014812892324376306,0.043404261194249866
2.601300650325163e-07,0.028869854289252695,0.0014444106968230122,0.008671565398516462,0.01698391384020998,0.04847082750536774
2.701350675337669e-07,0.03259572344628481,0.0016610402867909965,0.009929075625342277,0.019342653109495733,0.0538174269566733
2.801400700350175e-07,0.03658076708169555,0.0018983909330449222,0.011298752151797898,0.021893309656328738,0.059440159331624644
2.9014507253626816e-07,0.04082561509881517,0.0021573242613652835,0.01278414133768685,0.024639640528833936,0.0653349460825043
3.001500750375188e-07,0.04533034101225756,0.002438683082592698,0.014388603516576299,0.027584980332109876,0.07149757448131293
3.101550775387694e-07,0.0500945191449844,0.0027432913425538773,0.016115316696744375,0.03073226127825378,0.07792373269652927
3.2016008004002003e-07,0.055117277324998826,0.003071954141476939,0.01796728027411706,0.03408403290331016,0.0846090379131821
3.301650825412707e-07,0.06039734472389972,0.003425457749336269,0.019947319083177595,0.03764248129969955,0.09154905869029228
3.4017008504252126e-07,0.06593309584015238,0.0038045697190587286,0.02205808760747173,0.041409447930515784,0.09873933314657239
3.501750875437719e-07,0.0717225904638331,0.004210038963147975,0.024302073968860437,0.045386448292880285,0.10617538320245813
3.6018009004502255e-07,0.07776360977384973,0.004642595892370587,0.026681604427681853,0.04957468906201942,0.1138527248176349
3.7018509254627314e-07,0.08405368886868955,0.005102952556640921,0.029198847355998002,0.05397508518384327,0.12176687925225965
3.801900950475238e-07,0.09059014660360366,0.005591802790126463,0.031855817685858934,0.058588276098455225,0.12991337851431167
