Time_s,Time_ns,Vin_V,Vout_V,Vout_AC_V
2.31910359e-07,0.38581904548312107,4.18750669e-06,-13.2212559,2.037866132252253
2.32615145e-07,1.0906050454831178,1.18117711e-05,-13.2430331,2.016088932252252
2.33563735e-07,2.03919504548313,2.19563108e-05,-13.2695645,1.9895575322522525
2.35010763e-07,3.4862230454831256,3.69477113e-05,-13.3051092,1.9540128322522516
2.36457791e-07,4.933251045483121,5.10293367e-05,-13.3377924,1.9213296322522524
2.37028827e-07,5.504287045483131,5.62588773e-05,-13.3505756,1.9085464322522512
2.37470449e-07,5.945909045483135,6.01560581e-05,-13.3607245,1.8983975322522522
2.37706133e-07,6.18159304548313,6.21798863e-05,-13.3662777,1.8928443322522526
2.37904398e-07,6.379858045483124,6.3850937e-05,-13.371033,1.8880890322522514
2.38030839e-07,6.50629904548312,6.49012276e-05,-13.3741045,1.8850175322522524
2.38182033e-07,6.657493045483121,6.61410661e-05,-13.3778116,1.8813104322522527
2.38346467e-07,6.821927045483134,6.74692431e-05,-13.3818841,1.8772379322522514
2.3844684e-07,6.9223000454831185,6.82694425e-05,-13.3843925,1.8747295322522515
2.38524186e-07,6.999646045483111,6.88805398e-05,-13.3863383,1.8727837322522518
2.38592352e-07,7.067812045483102,6.94150831e-05,-13.3880627,1.8710593322522513
2.38656679e-07,7.132139045483143,6.9916037e-05,-13.3896973,1.8694247322522521
2.38724017e-07,7.199477045483149,7.04367839e-05,-13.3914138,1.8677082322522516
2.388012e-07,7.276660045483132,7.10290356e-05,-13.3933832,1.8657388322522515
2.38899071e-07,7.374531045483145,7.17728646e-05,-13.3958737,1.8632483322522528
2.38994051e-07,7.4695110454831015,7.24869726e-05,-13.3982771,1.8608449322522524
2.39114283e-07,7.589743045483126,7.33798789e-05,-13.4013039,1.8578181322522518
2.39250813e-07,7.726273045483138,7.4378656e-05,-13.4047483,1.8543737322522524
2.39381713e-07,7.857173045483109,7.53209139e-05,-13.4080924,1.8510296322522528
2.39491114e-07,7.966574045483126,7.6096752e-05,-13.4109347,1.8481873322522517
2.39602008e-07,8.077468045483105,7.68722288e-05,-13.4138592,1.8452628322522528
2.397312e-07,8.206660045483128,7.77616013e-05,-13.417296,1.8418260322522517
2.39880297e-07,8.355757045483145,7.87689847e-05,-13.4212546,1.8378674322522528
2.40012019e-07,8.487479045483134,7.96418161e-05,-13.4247198,1.834402232252252
2.40185163e-07,8.660623045483138,8.07643251e-05,-13.4292377,1.8298843322522522
2.40344621e-07,8.8200810454831,8.17728764e-05,-13.4334034,1.8257186322522525
2.4054199e-07,9.0174500454831,8.29872497e-05,-13.4386226,1.8204994322522516
2.40716983e-07,9.192443045483142,8.4032105e-05,-13.4433116,1.8158104322522526
2.40931302e-07,9.406762045483111,8.52704218e-05,-13.4490841,1.8100379322522517
2.41169849e-07,9.645309045483142,8.65944245e-05,-13.4554896,1.8036324322522521
2.4140686e-07,9.882320045483107,8.78524018e-05,-13.4618302,1.7972918322522524
2.41694328e-07,10.169788045483145,8.9300072e-05,-13.4695357,1.7895863322522523
2.42108175e-07,10.583635045483112,9.12311441e-05,-13.4806906,1.7784314322522512
2.42506265e-07,10.981725045483149,9.29150204e-05,-13.4914444,1.7676776322522514
2.42902779e-07,11.378239045483133,9.44197784e-05,-13.5021451,1.7569769322522522
2.43169729e-07,11.645189045483122,9.53344856e-05,-13.5093425,1.7497795322522514
2.43462147e-07,11.937607045483116,9.62445674e-05,-13.5172241,1.741897932252252
2.4378351e-07,12.25897004548313,9.71328559e-05,-13.5258808,1.7332412322522526
2.43980146e-07,12.455606045483117,9.76181593e-05,-13.5311727,1.7279493322522512
