Vin_V,Vout_V,Local_Gain
-0.000845,-16.8917553,19990.239999999758
-0.00084,-16.7918041,19990.23999999999
-0.000835,-16.6918529,19990.23999999999
-0.00083,-16.5919017,19990.239999999758
-0.000825,-16.4919505,19990.25
-0.00082,-16.3919992,19990.25
-0.000815,-16.292048,19990.239999999758
-0.00081,-16.1920968,19990.240000000922
-0.000805,-16.0921456,19990.239999999758
-0.0008,-15.9921944,19990.239999999758
-0.000795,-15.8922432,19990.25
-0.00079,-15.7922919,19990.25
-0.000785,-15.6923407,19990.240000000224
-0.00078,-15.5923895,19990.23999999999
-0.000775,-15.4924383,19990.239999999758
-0.00077,-15.3924871,19990.239999999758
-0.000765,-15.2925359,19990.240000000456
-0.00076,-15.1925847,19990.25
-0.000755,-15.0926334,19990.249999999767
-0.00075,-14.9926822,19990.23999999999
-0.000745,-14.892731,19990.240000000224
-0.00074,-14.7927798,19990.23999999999
-0.000735,-14.6928286,19990.239999999758
-0.00073,-14.5928774,19990.23999999999
-0.000725,-14.4929262,19990.250000000233
-0.00072,-14.3929749,19990.249999999767
-0.000715,-14.2930237,19990.23999999999
-0.00071,-14.1930725,19990.23999999999
-0.000705,-14.0931213,19990.23999999999
-0.0007,-13.9931701,19990.23999999999
-0.000695,-13.8932189,19990.23999999999
-0.00069,-13.7932677,19990.25
-0.000685,-13.6933164,19990.250000000233
-0.00068,-13.5933652,19990.23999999999
-0.000675,-13.493414,19990.239999999758
-0.00067,-13.3934628,19990.239999999758
-0.000665,-13.2935116,19990.23999999999
-0.00066,-13.1935604,19990.25
-0.000655,-13.0936091,19990.25
-0.00065,-12.9936579,19990.240000000224
-0.000645,-12.8937067,19990.240000000224
-0.00064,-12.7937555,19990.23999999999
-0.000635,-12.6938043,19990.239999999758
-0.00063,-12.5938531,19990.23999999999
-0.000625,-12.4939019,19990.25
-0.00062,-12.3939506,19990.249999999767
-0.000615,-12.2939994,19990.23999999999
-0.00061,-12.1940482,19990.240000000224
-0.000605,-12.094097,19990.23999999999
-0.0006,-11.9941458,19990.240000000224
-0.000595,-11.8941946,19990.23999999999
-0.00059,-11.7942434,19990.25
-0.000585,-11.6942921,19990.249999999767
-0.00058,-11.5943409,19990.23999999999
-0.000575,-11.4943897,19990.23999999999
-0.00057,-11.3944385,19990.23999999999
-0.000565,-11.2944873,19990.23999999999
-0.00056,-11.1945361,19990.250000000466
-0.000555,-11.0945848,19990.25
-0.00055,-10.9946336,19990.23999999999
-0.000545,-10.8946824,19990.23999999999
-0.00054,-10.7947312,19990.23999999999
-0.000535,-10.69478,19990.239999999758
-0.00053,-10.5948288,19990.23999999999
-0.000525,-10.4948776,19990.250000000116
-0.00052,-10.3949263,19990.250000000466
-0.000515,-10.2949751,19990.239999999874
-0.00051,-10.1950239,19990.23999999999
-0.000505,-10.0950727,19990.24100000004
-0.0005,-9.99512149,19990.243000000017
-0.000495,-9.89517027,19990.2429999999
-0.00049,-9.79521906,19990.243000000017
-0.000485,-9.69526784,19990.243000000133
-0.00048,-9.59531663,19990.2429999999
-0.000475,-9.49536541,19990.24399999983
-0.00047,-9.39541419,19990.243000000017
-0.000465,-9.29546298,19990.243000000133
-0.00046,-9.19551176,19990.2429999999
-0.000455,-9.09556055,19990.242000000086
-0.00045,-8.99560934,19990.2429999999
-0.000445,-8.89565812,19990.243000000133
-0.00044,-8.79570691,19990.243000000017
-0.000435,-8.69575569,19990.2429999999
-0.00043,-8.59580448,19990.243000000017
-0.000425,-8.49585326,19990.243000000017
-0.00042,-8.39590205,19990.243000000017
-0.000415,-8.29595083,19990.243000000017
-0.00041,-8.19599962,19990.2429999999
-0.000405,-8.0960484,19990.243000000017
-0.0004,-7.99609719,19990.243000000133
-0.000395,-7.89614597,19990.243000000017
-0.00039,-7.79619476,19990.243000000017
-0.000385,-7.69624354,19990.243000000017
-0.00038,-7.59629233,19990.243000000133
-0.000375,-7.49634111,19990.243000000017
-0.00037,-7.3963899,19990.24199999997
-0.000365,-7.29643869,19990.243000000017
-0.00036,-7.19648747,19990.244000000064
-0.000355,-7.09653625,19990.2429999999
-0.00035,-6.99658504,19990.24199999997
-0.000345,-6.89663383,19990.2429999999
-0.00034,-6.79668261,19990.244000000064
-0.000335,-6.69673139,19990.243000000017
-0.00033,-6.59678018,19990.2429999999
-0.000325,-6.49682896,19990.243000000017
-0.00032,-6.39687775,19990.242000000086
-0.000315,-6.29692654,19990.2429999999
-0.00031,-6.19697532,19990.2429999999
-0.000305,-6.09702411,19990.2429999999
-0.0003,-5.99707289,19990.24300000025
-0.000295,-5.89712168,19990.243000000017
-0.00029,-5.79717046,19990.2429999999
-0.000285,-5.69721925,19990.2429999999
-0.00028,-5.59726803,19990.243000000017
-0.000275,-5.49731682,19990.243000000133
-0.00027,-5.3973656,19990.2429999999
-0.000265,-5.29741439,19990.2429999999
-0.00026,-5.19746317,19990.243000000133
-0.000255,-5.09751196,19990.243000000017
-0.00025,-4.99756074,19990.24299999996
-0.000245,-4.89760953,19990.243000000017
-0.00024,-4.79765831,19990.243000000075
-0.000235,-4.6977071,19990.243000000075
-0.00023,-4.59775588,19990.24299999996
-0.000225,-4.49780467,19990.243000000017
-0.00022,-4.39785345,19990.2429999999
-0.000215,-4.29790224,19990.243000000133
-0.00021,-4.19795102,19990.24299999996
-0.000205,-4.09799981,19990.24299999996
-0.0002,-3.99804859,19990.243000000075
-0.000195,-3.89809738,19990.243000000075
-0.00019,-3.79814616,19990.24299999996
-0.000185,-3.69819495,19990.243000000017
-0.00018,-3.59824373,19990.24299999996
-0.000175,-3.49829252,19990.24199999997
-0.00017,-3.39834131,19990.243000000017
-0.000165,-3.29839009,19990.243000000017
-0.00016,-3.19843888,19990.24299999996
-0.000155,-3.09848766,19990.24299999996
-0.00015,-2.99853645,19990.243000000017
-0.000145,-2.89858523,19990.24299999996
-0.00014,-2.79863402,19990.243000000017
-0.000135,-2.6986828,19990.243000000046
-0.00013,-2.59873159,19990.242999999988
-0.000125,-2.49878037,19990.242999999988
-0.00012,-2.39882916,19990.242999999988
-0.000115,-2.29887794,19990.242999999988
-0.00011,-2.19892673,19990.243000000046
-0.000105,-2.09897551,19990.242999999988
-0.0001,-1.9990243,19990.242999999988
-9.5e-05,-1.89907308,19990.243000000017
-9e-05,-1.79912187,19990.243000000017
-8.5e-05,-1.69917065,19990.243000000017
-8e-05,-1.59921944,19990.24299999996
-7.5e-05,-1.49926822,19990.242999999988
-7e-05,-1.39931701,19990.243000000002
-6.5e-05,-1.29936579,19990.243000000017
-6e-05,-1.19941458,19990.243000000017
-5.5e-05,-1.09946336,19990.243100000007
-5e-05,-0.999512149,19990.242599999998
-4.5e-05,-0.899560934,19990.243000000002
