Vin_V,Vout_V,Local_Gain
0.001785,19.0953887,0.0
0.00179,19.0953887,0.0
0.001795,19.0953887,0.0
0.0018,19.0953887,0.0
0.001805,19.0953887,0.0
0.00181,19.0953887,0.0
0.001815,19.0953887,0.0
0.00182,19.0953887,0.0
0.001825,19.0953887,0.0
0.00183,19.0953887,0.0
0.001835,19.0953887,0.0
0.00184,19.0953887,0.0
0.001845,19.0953887,0.0
0.00185,19.0953887,0.0
0.001855,19.0953887,0.0
0.00186,19.0953887,0.0
0.001865,19.0953887,0.0
0.00187,19.0953887,0.0
0.001875,19.0953887,0.0
0.00188,19.0953887,0.0
0.001885,19.0953887,0.0
0.00189,19.0953887,0.0
0.001895,19.0953887,0.0
0.0019,19.0953887,0.0
0.001905,19.0953887,0.0
0.00191,19.0953887,0.0
0.001915,19.0953887,0.0
0.00192,19.0953887,0.0
0.001925,19.0953887,0.0
0.00193,19.0953887,0.0
0.001935,19.0953887,0.0
0.00194,19.0953887,0.0
0.001945,19.0953887,0.0
0.00195,19.0953887,0.0
0.001955,19.0953887,0.0
0.00196,19.0953887,0.0
0.001965,19.0953887,0.0
0.00197,19.0953887,0.0
0.001975,19.0953887,0.0
0.00198,19.0953887,0.0
0.001985,19.0953887,0.0
0.00199,19.0953887,0.0
0.001995,19.0953887,0.0
0.002,19.0953887,0.0
