Time_s,Time_ns,Vin_V,Vout_V,Vout_AC_V
1.90458568e-07,74.69629802274156,-4.87378799e-05,1.1578358,2.5146327331567413
1.90578337e-07,74.81606702274156,-5.09916764e-05,1.13643748,2.493234413156741
1.90719697e-07,74.95742702274156,-5.36072942e-05,1.11121369,2.468010623156741
1.90881685e-07,75.11941502274156,-5.65423684e-05,1.08235177,2.439148703156741
1.91025716e-07,75.26344602274158,-5.90934639e-05,1.05672743,2.413524363156741
1.91216829e-07,75.45455902274156,-6.23888674e-05,1.02278221,2.3795791431567412
1.9139615e-07,75.63388002274155,-6.5383407e-05,0.990988559,2.347785492156741
1.91589883e-07,75.82761302274157,-6.85071063e-05,0.956702048,2.3134989811567412
1.91792559e-07,76.03028902274156,-7.16452278e-05,0.920899302,2.277696235156741
1.92024033e-07,76.26176302274155,-7.50592327e-05,0.880085756,2.236882689156741
1.92282925e-07,76.52065502274155,-7.86527159e-05,0.834550209,2.191347142156741
1.92442942e-07,76.68067202274156,-8.07502529e-05,0.806483395,2.163280328156741
1.9256719e-07,76.80492002274157,-8.23118447e-05,0.784742917,2.1415398501567413
1.92695771e-07,76.93350102274157,-8.38648239e-05,0.762295671,2.119092604156741
1.92822044e-07,77.05977402274156,-8.5326329e-05,0.740289052,2.097085985156741
1.92910514e-07,77.14824402274158,-8.63121558e-05,0.724880244,2.081677177156741
1.92984321e-07,77.22205102274157,-8.71102512e-05,0.71202145,2.0688183831567413
1.93054719e-07,77.29244902274155,-8.78506401e-05,0.69974621,2.056543143156741
1.93127924e-07,77.36565402274157,-8.85987752e-05,0.686966538,2.043763471156741
1.93198512e-07,77.43624202274158,-8.92989841e-05,0.67462979,2.0314267231567413
1.93294227e-07,77.53195702274158,-9.02149134e-05,0.657894222,2.0146911551567412
1.93380482e-07,77.61821202274156,-9.10069573e-05,0.642826767,1.9996237001567412
1.93452655e-07,77.69038502274157,-9.16451769e-05,0.630246218,1.9870431511567412
1.93518412e-07,77.75614202274157,-9.22070811e-05,0.618816371,1.9756133041567412
1.93585527e-07,77.82325702274156,-9.27612052e-05,0.607188339,1.9639852721567412
1.9367275e-07,77.91048002274157,-9.34518983e-05,0.59212913,1.948926063156741
1.93747004e-07,77.98473402274158,-9.40134965e-05,0.579341766,1.936138699156741
1.93815475e-07,78.05320502274155,-9.450971e-05,0.567559572,1.924356505156741
1.93886565e-07,78.12429502274156,-9.50028082e-05,0.555316321,1.9121132541567412
1.93955655e-07,78.19338502274158,-9.54603451e-05,0.543392331,1.900189264156741
1.94029598e-07,78.26732802274155,-9.59262256e-05,0.53059431,1.887391243156741
1.94098766e-07,78.33649602274156,-9.63396424e-05,0.518591208,1.875388141156741
1.94191176e-07,78.42890602274156,-9.68580659e-05,0.502532354,1.859329287156741
1.9426699e-07,78.50472002274155,-9.72542774e-05,0.489366301,1.846163234156741
1.94336839e-07,78.57456902274156,-9.75960021e-05,0.477267038,1.834063971156741
1.94409622e-07,78.64735202274157,-9.7928199e-05,0.464710984,1.8215079171567412
1.94478913e-07,78.71664302274156,-9.82217395e-05,0.452814121,1.8096110541567412
1.94546226e-07,78.78395602274156,-9.84856192e-05,0.441307071,1.798104004156741
1.94616146e-07,78.85387602274156,-9.87374423e-05,0.429393652,1.7861905851567412
1.94700488e-07,78.93821802274158,-9.90109307e-05,0.415043754,1.7718406871567411
1.94770145e-07,79.00787502274157,-9.92117731e-05,0.403185073,1.759982006156741
1.94844276e-07,79.08200602274155,-9.94005909e-05,0.390534735,1.747331668156741
1.94916759e-07,79.15448902274156,-9.95603191e-05,0.378124225,1.734921158156741
1.94987271e-07,79.22500102274157,-9.96920442e-05,0.366013078,1.722810011156741
1.95071924e-07,79.30965402274157,-9.98193253e-05,0.351441547,1.7082384801567412
1.95173792e-07,79.41152202274158,-9.99277889e-05,0.333909329,1.690706262156741
1.95248219e-07,79.48594902274156,-9.99761372e-05,0.321129597,1.677926530156741
1.95317585e-07,79.55531502274157,-9.99976969e-05,0.309259667,1.6660566001567412
1.95386118e-07,79.62384802274157,-9.99967259e-05,0.297579099,1.6543760321567411
1.95455144e-07,79.69287402274155,-9.99733712e-05,0.285860168,1.642657101156741
1.95521768e-07,79.75949802274157,-9.99295358e-05,0.27458348,1.631380413156741
1.95588861e-07,79.82659102274155,-9.98642639e-05,0.263247612,1.6200445451567411
1.95656633e-07,79.89436302274157,-9.97768195e-05,0.251801162,1.6085980951567411
1.95724019e-07,79.96174902274157,-9.96684575e-05,0.240409752,1.597206685156741
1.9579704e-07,80.03477002274157,-9.95269497e-05,0.228042478,1.5848394111567412
1.9586785e-07,80.10558002274156,-9.93658395e-05,0.216023345,1.572820278156741
1.9595307e-07,80.19080002274156,-9.91408082e-05,0.201530714,1.558327647156741
1.96049669e-07,80.28739902274157,-9.88446993e-05,0.185090757,1.541887690156741
1.96171132e-07,80.40886202274156,-9.84106927e-05,0.164450849,1.5212477821567412
1.96254099e-07,80.49182902274156,-9.80748788e-05,0.150392866,1.5071897991567411
1.96326263e-07,80.56399302274157,-9.77569166e-05,0.138200828,1.494997761156741
1.96394802e-07,80.63253202274157,-9.74327038e-05,0.126652162,1.4834490951567412
1.9646404e-07,80.70177002274156,-9.70832801e-05,0.115011596,1.471808529156741
1.96532302e-07,80.77003202274157,-9.67173125e-05,0.103552573,1.460349506156741
1.96623795e-07,80.86152502274156,-9.61934874e-05,0.0882026847,1.444999617856741
1.96702778e-07,80.94050802274157,-9.57107575e-05,0.0749479697,1.431744902856741
1.96784132e-07,81.02186202274156,-9.51841146e-05,0.061283532,1.4180804651567411
1.96871789e-07,81.10951902274155,-9.45834475e-05,0.0465460082,1.403342941356741
1.96977086e-07,81.21481602274156,-9.3816625e-05,0.028833444,1.385630377156741
1.97101379e-07,81.33910902274157,-9.2848406e-05,0.00794090962,1.3647378427767412
1.97225701e-07,81.46343102274156,-9.18123405e-05,-0.0129116328,1.343885300356741
1.97318497e-07,81.55622702274155,-9.09953624e-05,-0.0284378841,1.3283590490567412
1.97397032e-07,81.63476202274155,-9.02750688e-05,-0.0415510788,1.3152458543567411
1.97471797e-07,81.70952702274155,-8.9564969e-05,-0.0540146835,1.3027822496567412
1.97557731e-07,81.79546102274156,-8.87196425e-05,-0.0683236451,1.288473288056741
1.97654675e-07,81.89240502274156,-8.77289711e-05,-0.0844552874,1.2723416457567411
1.97752807e-07,81.99053702274156,-8.66865746e-05,-0.100782712,1.256014221156741
1.97865404e-07,82.10313402274156,-8.54420772e-05,-0.119518783,1.2372781501567411
1.97981209e-07,82.21893902274155,-8.41088852e-05,-0.138785183,1.2180117501567411
1.98127395e-07,82.36512502274155,-8.23501135e-05,-0.163081264,1.1937156691567412
1.98290605e-07,82.52833502274157,-8.02886312e-05,-0.190148842,1.1666480911567412
1.98417348e-07,82.65507802274155,-7.86180836e-05,-0.211120163,1.1456767701567412
1.98544099e-07,82.78182902274156,-7.68878935e-05,-0.232053941,1.1247429921567411
1.98683599e-07,82.92132902274157,-7.4916441e-05,-0.255060114,1.1017368191567412
1.98845213e-07,83.08294302274157,-7.25466699e-05,-0.28168525,1.075111683156741
1.9900231e-07,83.24004002274157,-7.01575015e-05,-0.307541747,1.0492551861567412
1.99176165e-07,83.41389502274156,-6.74184783e-05,-0.336119777,1.0206771561567411
1.99380465e-07,83.61819502274156,-6.40773664e-05,-0.369635292,0.9871616411567411
1.99546936e-07,83.78466602274158,-6.12613931e-05,-0.396885061,0.9599118721567411
1.99744194e-07,83.98192402274157,-5.78213746e-05,-0.429107929,0.9276890041567412
1.99962552e-07,84.20028202274156,-5.38900024e-05,-0.464705766,0.8920911671567411
2.00192857e-07,84.43058702274158,-4.96124909e-05,-0.502176892,0.8546200411567411
2.00501332e-07,84.73906202274155,-4.36907698e-05,-0.552239897,0.8045570361567411
2.00795858e-07,85.03358802274157,-3.78536475e-05,-0.599894024,0.7569029091567411
2.01147933e-07,85.38566302274155,-3.06750283e-05,-0.656673537,0.7001233961567411
2.01505527e-07,85.74325702274157,-2.32007411e-05,-0.71430554,0.6424913931567411
2.01791796e-07,86.02952602274158,-1.71143353e-05,-0.760986416,0.595810517156741
2.02096935e-07,86.33466502274155,-1.055454e-05,-0.811038976,0.5457579571567411
2.02394239e-07,86.63196902274156,-4.11841177e-06,-0.857722916,0.49907401715674116
2.02671792e-07,86.90952202274156,1.90617792e-06,-0.897269778,0.45952715515674114
2.02976173e-07,87.21390302274156,8.50431751e-06,-0.936645394,0.4201515391567411
2.03285364e-07,87.52309402274157,1.51685517e-05,-0.97558615,0.38121078315674106
2.03578159e-07,87.81588902274156,2.14168932e-05,-1.0135527,0.34324423315674113
2.03857543e-07,88.09527302274157,2.72987393e-05,-1.05060333,0.30619360315674116
2.04200803e-07,88.43853302274155,3.43856832e-05,-1.09570892,0.261088013156741
